1
Kupeckého
Kúpeľná
Kurucova
Kutlíkova
Kútska
Kutuzovova
Kuzmányho
Kvačalova
Kvetinárska
Kvetná
Kýčerského
Kyjevská
Kysucká
Laborecká
Labutia
Lackova
Ladzianskeho
Lachova
Lamačská cesta
Lamanského
Lančárska
Landauova
Landererova
Langsfeldova
Laskomerského
Laténska
Latorická
Laučekova
Laurinská
Lazaretská
Leánska
Lediny
Legerského
Legionárska
Lehockého
Leknová
Lenardova
Leopoldov majer
Lermontovova
Lesná
Lesnícka
Leškova
Letecká
Letná
Levanduľová
Levárska
Levická
Levočská
Lidická
Lieskovec
Lieskovská cesta
Lietavská
Lichardova
Likavská
Limbová
Linzbothova
Lipová
Lipovinová
Lipského
Liptovská
Lisovňa
Listová
Líščie nivy
Líščie údolie
Litovská
Lodná
Lombardiniho
Lomnická
Lomonosovova
Longobardská
Lónyaiova
Lopárska
Lopenícka
Lopúchová
Lotyšská
Lovinského
Lozornianska
Lubinská
Lúčna
Luhačovická
Lužická
Lužná
Lýcejná
Lykovcová
Lysákova
Ľadová
Ľaliová
Ľanová
Ľubietovská
Ľubľanská
Ľubochnianska
Ľubovnianska
Ľubovníková
Madáchova
Maďarská
Magnetová
Magnezitová
Magnóliová
Magurská
Macharova
Máchova
Majakovského
Majerníkova
Majerská
Májkova
Majoránová
Májová
Maková
Makovického
Malá
Malagová
Malé pálenisko
Malinová
Malodunajská
Málová
Malý trh
Mamateyova
Mandľová
Mandľovníková
Margarétová
Marhuľová
Mariánska
Markova
Marótyho
Martákovej
Martinčekova
Martinengova
Martinská
Matejkova
Matičná
Matúškova
Matúšova
Mečíková
Medená
Medová
Medzierka
Medzilaborecká
Merlotová
Mesačná
Mestská
Meteorová
Metodova
Mickiewiczova
Mierová
Michalská
Micherova zátoka
Mikovíniho
Mikulášska
Miletičova
Mínešská
Mišíkova
Mládežnícka
Mliekárenská
Mlynarovičova
Mlynská
Mlynská dolina
Mlynské luhy
Mlynské nivy
Mlyny
Modranská
Modricová
Modrý chodník
Mojmírova
Mokráň záhon
Mokrohájska cesta
Moldavská
Molecova
Monardová
Moravská
Morušová
Moskovská
Most Apollo
Most Lanfranconi
Most SNP
Mostná
Mostová
Mošovského
Motýlia
Moyšova
Moyzesova
Mozartova
Mramorová
Mraziarenská
Mrázová
Mudrochova
Mudroňova
Muránska
Murgašova
Muškátová
Muštová
Múzejná
Myjavská
Mýtna
Na Baránku
Na barine
Na Brezinách
Na doline
Na Grbe
Na Grunte
Na Holom vrchu
Na hrádzi
Na Hrebienku
Na hriadkach
Na jarku
Na Kalvárii
Na Kampárke
Na kaštieli
Na kopci
Na Krčoch
Na križovatkách
Na lánoch
Na medzi
Na Mýte
Na pántoch
Na pasekách
Na paši
Na Pažiti
Na piesku
Na Revíne
Na Riviére
Na rozhliadke
Na Sitine
Na skale
Na Slanci
Na Slavíne
Na Spojke
Na stráni
Na Štyridsiatku
Na úvrati
Na varte
Na Vlkovkách
Na vrátkach
Na vŕšku
Na vyhliadke
Na výslní
Na Zlatej nohe
Nábělkova
Nábrežie arm. gen. Ludvíka Svobodu
Nábrežie Ľubomíra Kadnára
Nábrežie Milana Rastislava Štefánika
Nábrežná
Nad Dunajom
Nad Gronárom
Nad jazierkom
Nad kúriou
Nad lomom
Nad lúčkami
Nad ostrovom
Nad Sihoťou
Nad Válkom
Nákovná
Nákupná
Narcisová
Nedbalova
Nechtíková
Nejedlého
Nekrasovova
Nemčíkova
Neronetová
Nerudova
Nevädzová
Nevská
Nezábudková
Nezvalova
Niťová
Nitrianska
Nížinná
Nobelova
Nová
Nová Bellova
Nová Rožňavská
Nová tržnica
Novackého
Nové pálenisko
Nové záhrady I.
Nové záhrady II.
Nové záhrady III.
Nové záhrady IV.
Nové záhrady V.
Nové záhrady VI.
Nové záhrady VII.
Novinárska
Novobanská
Novodvorská
Novohorská
Novohradská
Novosadná
Novosvetská
Novoveská
Nový záhon
Obežná
Obchodná
Obilná
Oblačná
Oblúková
Očovská
Odborárska
Odeská
Okánikova
Okružná
Olbrachtova
Oleandrová
Olejkárska
Olivová
Olšová
Ondavská
Ondrejovova
Ondrejská
Opálová
Opavská
Opletalova
Oplotené koľajište
Oráčska
Oravská
Orechová
Orechová cesta
Orechový rad
Orenburská
Orgovánová
Orchideová
Oriešková
Orlia
Ormisova
Osadná
Osijecká
Osiková
Oskorušová
Osloboditeľská
Ostravská
Ostredková
Ostružinová
Ostružinový chodník
Osuského
Osvetová
Ostriežová
Otonelská
Ovčiarska
Ovocná
Ovručská
Ovsená
Ožvoldíkova
Ôsma
Pajštúnska
Palackého
Pálavská
Palárikova
Palinová
Palisády
Palkovičova
Palmová
Panenská
Pankúchova
Panónska cesta
Panská
Pántikova
Papraďová
Parcelná
Parenicová
Páričkova
Park Andreja Hlinku
Park Ferdiša Jurigu
Park Jozefa Miloslava Hurbana
Park pod lipami
Parková
Párna
Partizánska
Pasienková
Pastierska
Paulínyho
Pavlovičova
Pavlovova
Pavlovská
Pažického
Pažítková
Pečnianska
Pekná cesta
Pekná vyhliadka
Pekníkova
Perličková
Pernecká
Pestovateľská
Peterská
Petöfiho
Petržalská
Petzvalova
Pezinská
Piata
Piesková
Pieskovcová
Piesočná
Piešťanská
Pifflova
Pilárikova
Pílová
Píniová
Pionierska
Pivonková
Plachého
Planckova
Plánky
Platanová
Plátenícka
Plavecká
Plickova
Plitvická
Pluhová
Plynárenská
Plzenská
Pobrežná
Pod agátmi
Pod Bôrikom
Pod brehmi
Pod gaštanmi
Pod Glavicou
Pod Kalváriou
Pod Klepáčom
Pod kobylou
Pod Krásnou Hôrkou
Pod krížom
Pod lesom
Pod lipami
Pod Lipovým
Pod násypom
Pod Rovnicami
Pod skalou
Pod Strážami
Pod Vachmajstrom
Pod Válkom
Pod vinicami
Pod vinicami
Pod Vtáčnikom
Pod Zečákom
Podbeľová
Podbrezovská
Podháj
Podhorská
Podhorského
Podjavorinskej
Podjazd
Podkarpatská
Podkerepušky
Podkolibská
Podkorunská
Podlesná
Podlučinského
Podniková
Podpriehradná
Podtatranského
Podunajská
Podzáhradná
Pohronská
Polárna
Polereckého
Polianky
Poľná
Poľnohospodárska
Poľovnícka
Poľská
Poludníková
Poniklecová
Popolná
Popovova
Popradská
Porubského
Poštová
Potočná
Považanova
Považská
Povoznícka
Povraznícka
Požiarnická
Pračanská
Prasličková
Prašná
Pražská
Prepoštská
Prešernova
Prešovská
Pri Bielom kríži
Pri Čiernom lese
Pri Dunaji
Pri dvore
Pri Dynamitke
Pri gaštanovej aleji
Pri Habánskom mlyne
Pri hradnej studni
Pri Hrubej lúke
Pri hrádzi
Pri kolíske
Pri kríži
Pri mlyne
Pri pasienku
Pri pastierni
Pri seči
Pri starej prachárni
Pri Starom háji
Pri starom letisku
Pri starom mýte
Pri strelnici
Pri Struhe
Pri Suchom mlyne
Pri Šajbách
Pri šanci
Pri štadióne
Pri tehelni
Pri trati
Pri Vápenickom potoku
Pri vinohradoch
Pri vodnej veži
Pri zvonici
Pri žrebčíne
Pribinova
Pribišova
Pribylinská
Pridánky
Prídavkova
Priečna
Priehradná
Priekopnícka
Priekopy
Priemyselná
Prievozská
Príjazdná
Príkopova
Prímoravská
Prípojná
Prístavná
Prístavný most
Prokofievova
Prokopova
Prúdová
Prvá
Prvosienková
Pšeničná
Púchovská
Púpavová
Pustá
Puškinova
Pútnická
Pyrenejská
Rácova
Račianska
Račianske mýto
Radarová
Rádiová
Radlinského
Radničná
Radvanská
Rajčianska
Rajecká
Rajská
Rajtákova
Raketová
Rákosová
Rakytníková
Rapošov park
Rascová
Rastislavova
Rastlinná
Ráztočná
Rázusovo nábrežie
Ražná
Rebarborová
Rebríčková
Regrútska
Remeselnícka
Repašského
Repíková
Repková
Repná
Rešetkova
Revolučná
Révová
Revúcka
Rezedová
Riazanská
Ribayova
Ríbezľová
Riečna
Rigeleho
Rímska
Rizlingová
Riznerova
Robotnícka
Roľnícka
Romanova
Röntgenova
Rosná
Rostovská
Rošického
Rovná
Rovniankova
Rovníková
Royova
Rozálska
Rozmarínová
Rozvodná
Rožňavská
Rubínová
Rubinsteinova
Rudnícka
Rulandská
Rumančeková
Rumunská
Rusovská cesta
Rustaveliho
Ružičková
Ružinovská
Ružomberská
Ružová dolina
Rybárska brána
Rybničná
Rýdziková
Rytierska
Sabinovská
Sad Janka Kráľa
Sadmelijská
Sadová
Samova
Saratovská
Sartorisova
Sasinkova
Savignonská
Seberíniho
Sečovská
Sedlárska
Sedmokrásková
Segnáre
Segnerova
Sekulská
Sekurisova
Sekýľska
Semenárska
Semianova
Semilonská
Senická
Senná
Septimiova
Schengenská
Schillerova
Schody na Klenovú
Schody pri starej vodárni
Sibírska
Siedma
Sienkiewiczova
Silvánska
Sinokvetná
Sitnianska
Skalická cesta
Skalná
Skerličova
Sklabinská
Skladištná
Sklenárova
Sklenárska
Skorocelová
Skuteckého
Skýcovská
Sládkovičova
Sladová
Slatinská
Slavónska
Slávičie údolie
Slepá
Sliačska
Sliezska
Slivková
Sĺňavská
Slnečná
Slnečnicová
Slovanská
Slovanské nábrežie
Slovienska
Slovinec
Slovinská
Slovnaftárska
Slovnaftská
Slowackého
Smaragdová
Smetanova
Smikova
Smolenická
Smolnícka
Smrečianska
Snežienková
Soferove schody
Socháňova
Sochorova
Sokolíkova
Sokolská
Solivarská
Sološnická
Somolického
Sosnová
Sovia
Spádová
Spätná cesta
Spišská
Spojná
Spoločenská
Sputniková
Sreznevského
Srnčia
Stachanovská
Stálicová
Stanekova
Staničná
Stará černicová
Stará Ivanská cesta
Stará Klenová
Stará Prievozská
Stará Stupavská
Stará Vajnorská
Stará Vinárska
Staré grunty
Staré ihrisko
Staré záhrady
Starý most
Starhradská
Starohájska
Staromestská
Staromlynská
Starorímska
Staroturský chodník
Stavbárska
Staviteľská
Stepná cesta
Stodolova
Stoklasová
Stolárska
Strakova
Stratená
Strážna
Strážnická
Strážny Dom
Strečnianska
Stredná
Strelecká
Strelkova
Strmá cesta
Strmé sady
Strminová
Strmý bok
Strmý vŕšok
Strojnícka
Stromová
Stropkovská
Struková
Studená
Studenohorská
Stuhová
Stupavská
Súbežná
Sudová
Súhvezdná
Suchá
Suché mýto
Suchohradská
Súkennícka
Súľovská
Sumbalova
Súmračná
Súťažná
Svätoplukova
Svätovavrinecká
Svätovojtešská
Svébska
Svetlá
Svíbová
Svidnícka
Svoradova
Svrčia
Syslia
Šafranová
Šagátova
Šachorová
Šaldova
Šalviová
Šamorínska
Šancová
Šándorova
Šarišská
Šášovská
Šaštínska
Ševčenkova
Šiesta
Šikmá
Šinkovské
Šintavská
Šípková
Šípová
Šíravská
Široká
Škarniclova
Školská
Škovránčia
Škultétyho
Šoltésovej
Špieszova
Špitálska
Športová
Šťastná
Štátne lesy
Štedrá
Štefana Rosívala
Štefánikova
Štefanovičova
Štefunkova
Štepná
Štetinova
Štiavnická
Štítova
Štrbská
Štúrova
Štvrtá
Štyndlova
Šulekova
Šumavská
Šuňavcova
Šúrska
Šustekova
Šutráková
Šuty
Švabinského
Švajčiareň
Švantnerova
Tabaková
Tablicová
Táborská
Tajovského
Talichova
Tallerova
Tatranská
Tavaríkova osada
Tbiliská
Tehelná
Tehelňa
Tehliarska
Technická
Tekovská
Telocvičná
Tematínska
Teplická
Terchovská
Teslova
Tešedíkova
Tetmayerova
Textilanka
Thurzova
Tibenského
Tibériova
Tichá
Tilgnerova
Timravina
Tobrucká
Tokajícka
Tolstého
Tománkova
Tomanova
Tomášikova
Toplianska
Topoľčianska
Topoľová
Toryská
Továrenská
Trajánova
Tramínová
Tranovského
Trávna
Trebišovská
Trenčianska
Treskoňova
Tretia
Trhová
Trinásta
Trnavská
Trnavská cesta
Trnavské mýto
Trnková
Tŕňová
Trojdomy
Trstínska
Tučkova
Tuhovská
Tulipánová
Tupého
Tupolevova
Turbínová
Turčianska
Turistická
Turnianska
Tvarožkova
Tvrdého
Tylova
Tymianová
Tyršovo nábrežie
Učiteľská
Údernícka
Údolná
Uhliská
Uhorková
Uhrova
Uhrovecká
Ukrajinská
1. mája
29. augusta
8. mája
Ágosta Sötéra
Albína Brunovského
Alviano
Alžbety Gwerkovej
Andreja Mráza
Andreja Plávku
Antona Floreka
Augustína Murína
Boženy Němcovej
č. 1
československých parašutistov
československých tankistov
Dr. Vladimíra Clementisa
Ferdiša Kostku
francúzskych partizánov
Fraňa Kráľa
Františka Schmuckera
Františka Oswalda
gen. mjr. Antona Petráka
Hany Meličkovej
Imricha Karvaša
Ivana Blazeviča
Ivana Bukovčana
Ivana Horvátha
Jána Valašťana Dolinského
Jána Dekana
Jána Jonáša
Jána Poničana
Jána Raka
Jána Smreka
Jána Stanislava
Janka Alexyho
Janka Kráľa
Jozefa Cígera-Hronského
Jozefa Kronera
Jozefa Mikisitsa
Jozefa Vachovského
Jura Hronca
Karola Adlera
Kataríny Brúderovej
kpt. Rašu
Kristy Bendovej
Ladislava Batthyányho
Ladislava Dérera
Ladislava Sáru
Ladislava Šefca
Ľuda Zúbka
Ľudmily Kraskovskej
Ľudovíta Fullu
Marie Curie Sklodowskej
Mariána Kochanského
Martina Granca
Mateja Bela
Maximiliána Hella
Medveďovej
Mikuláša Schneidra-Trnavského
Milana Marečka
Milana Pišúta
odbojárov
Ondreja Štefanka
Ota Holúska
padlých hrdinov
Pave Vukoviča
Pavla Blaha
Pavla Horova
Petara Pasicha
planét
plk. Prvoniča
pohraničníkov
Prokopa Veľkého
Radoslava Hošeka
Severovcov
svätého Pia X.
sv. Vincenta
svornosti
Štefana Králika
Štefana Majera
Štefana Rosívala
Tomislava P. Kolakoviča
Valentína Matrku
Viktora Tegelhoffa
Viliama Figuša-Bystrého
Vincenta Hložníka
Violy Valachovej
Zdenky Schelingovej
Úprkova
Úradnícká
Uránová
Urbánkova
Urbárska
Urpínska
Ursínyho
Uršulínska
Ušiakova
Úvozná
Uzbecká
Úzka
Úžiny
V záhradách
Vajanského nábrežie
Vajnorská
Valašská
Valentiniánova
Valchárska
Vančurova
Vansovej
Vápencová
Vápenka
Vápenná
Varínska
Varšavská
Vavilovova
Vavrinecká
Vavrínová
Vazovova
Vážska
Včelárska
Velehradská
Veľké Štepnice
Veľký Varan
Veltlínska
Vendelínska
Ventúrska
Veterná
Veternicová
Vetvárska
Vetvová
Vidlicová
Viedenská cesta
Vietnamská
Vígľašská
Vihorlatská
Viktorínova
Vilová
Viničná
Viniferová
Vínna
Vinohradnícka
Višňová
Víťazná
Vlárska
Vlčie hrdlo
Vlčkova
Vodný vrch
Vosková
Votrubova
Vrábeľská
Vrakunská
Vrakunská cesta
Vrančovičova
Vranovská
Vrátňanská
Vrbárska
Vrbenského
Vŕbová
Vresová
Vretenová
Vrchná
Vrútocká
Vtáčiková cesta
Vtáčnik
Vyhliadka
Vyhnianska cesta
Výhonská
Východná
Východné
Vysoká
Vysoká hora
Vysokohorská
Vyšehradská
Vyšná
Výtvarná
Vývojová
Wattova
Wilsonova
Wolkrova
Za bránou
Za farou
Za humnami
Za Kasárňou
Za mlynom
Za sokolovňou
Za Stanicou
Za tehelňou
Záborského
Zadunajská cesta
Zafírová
Záhorácka
Záhorská
Záhradkárska
Záhradná
Záhradnícka
Záhrady
Záhrebská
Záhumenná
Záhumenská
Zákutie
Zálužická
Zamatová
Zámocká
Zámocké schody
Zámočnícka
Západná
Západný rad
Záporožská
Záruby
Zárubová
Zátišie
Záturecká
Zavadilova
Závadská
Záveterná
Závodná
Závodníkova
Zborovská
Zbrody
Zdravotnícka
Zelená
Zeleninová
Zelenohorská
Zelinárska
Zhorínska
Zidiny
Zimná
Zlatá
Zlaté piesky
Zlatohorská
Znievska
Zobová
Zohorská
Zochova
Zrínskeho
Zväzácka
Zvolenská
Zvončeková
Žabí majer
Žabotova
Žarnovická
Žatevná
Žehrianska
Železná
Železničiarska
Železničná
Želiarska
Žellova
Žiacka
Žiarska
Židovská
Žihľavová
Žilinská
Žitavská
Žitná
Živnostenská
Žižkova
Žltá
Žulová
